file,subject,window_index,end_seconds,endpoint_start_seconds,endpoint_active_fraction,label
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9614,4811.0,4810.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9615,4811.5,4811.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9616,4812.0,4811.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9617,4812.5,4812.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9618,4813.0,4812.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9619,4813.5,4813.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9620,4814.0,4813.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9621,4814.5,4814.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9622,4815.0,4814.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9623,4815.5,4815.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9624,4816.0,4815.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9625,4816.5,4816.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9626,4817.0,4816.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9627,4817.5,4817.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9628,4818.0,4817.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9629,4818.5,4818.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9630,4819.0,4818.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9631,4819.5,4819.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9632,4820.0,4819.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9633,4820.5,4820.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9634,4821.0,4820.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9635,4821.5,4821.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9636,4822.0,4821.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9637,4822.5,4822.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9638,4823.0,4822.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9639,4823.5,4823.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9640,4824.0,4823.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9641,4824.5,4824.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9642,4825.0,4824.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9643,4825.5,4825.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9644,4826.0,4825.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9645,4826.5,4826.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9646,4827.0,4826.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9647,4827.5,4827.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9648,4828.0,4827.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9649,4828.5,4828.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9650,4829.0,4828.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9651,4829.5,4829.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9652,4830.0,4829.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9653,4830.5,4830.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9654,4831.0,4830.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9655,4831.5,4831.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9656,4832.0,4831.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9657,4832.5,4832.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9658,4833.0,4832.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9659,4833.5,4833.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9660,4834.0,4833.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9661,4834.5,4834.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9662,4835.0,4834.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9663,4835.5,4835.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9664,4836.0,4835.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9665,4836.5,4836.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9666,4837.0,4836.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9667,4837.5,4837.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9668,4838.0,4837.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9669,4838.5,4838.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9670,4839.0,4838.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9671,4839.5,4839.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9672,4840.0,4839.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9673,4840.5,4840.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9674,4841.0,4840.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9675,4841.5,4841.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9676,4842.0,4841.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9677,4842.5,4842.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9678,4843.0,4842.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9679,4843.5,4843.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9680,4844.0,4843.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9681,4844.5,4844.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9682,4845.0,4844.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9683,4845.5,4845.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9684,4846.0,4845.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9685,4846.5,4846.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9686,4847.0,4846.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9687,4847.5,4847.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9688,4848.0,4847.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9689,4848.5,4848.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9690,4849.0,4848.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9691,4849.5,4849.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9692,4850.0,4849.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9693,4850.5,4850.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9694,4851.0,4850.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9695,4851.5,4851.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9696,4852.0,4851.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9697,4852.5,4852.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9698,4853.0,4852.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9699,4853.5,4853.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9700,4854.0,4853.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9701,4854.5,4854.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9702,4855.0,4854.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9703,4855.5,4855.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9704,4856.0,4855.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9705,4856.5,4856.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9706,4857.0,4856.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9707,4857.5,4857.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9708,4858.0,4857.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9709,4858.5,4858.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9710,4859.0,4858.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9711,4859.5,4859.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9712,4860.0,4859.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9713,4860.5,4860.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9714,4861.0,4860.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9715,4861.5,4861.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9716,4862.0,4861.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9717,4862.5,4862.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9718,4863.0,4862.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9719,4863.5,4863.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9720,4864.0,4863.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9721,4864.5,4864.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9722,4865.0,4864.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9723,4865.5,4865.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9724,4866.0,4865.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9725,4866.5,4866.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9726,4867.0,4866.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9727,4867.5,4867.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9728,4868.0,4867.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9729,4868.5,4868.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9730,4869.0,4868.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9731,4869.5,4869.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9732,4870.0,4869.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9733,4870.5,4870.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9734,4871.0,4870.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9735,4871.5,4871.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9736,4872.0,4871.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9737,4872.5,4872.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9738,4873.0,4872.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9739,4873.5,4873.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9740,4874.0,4873.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9741,4874.5,4874.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9742,4875.0,4874.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9743,4875.5,4875.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9744,4876.0,4875.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9745,4876.5,4876.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9746,4877.0,4876.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9747,4877.5,4877.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9748,4878.0,4877.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9749,4878.5,4878.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9750,4879.0,4878.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9751,4879.5,4879.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9752,4880.0,4879.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9753,4880.5,4880.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9754,4881.0,4880.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9755,4881.5,4881.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9756,4882.0,4881.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9757,4882.5,4882.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9758,4883.0,4882.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9759,4883.5,4883.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9760,4884.0,4883.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9761,4884.5,4884.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9762,4885.0,4884.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9763,4885.5,4885.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9764,4886.0,4885.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9765,4886.5,4886.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9766,4887.0,4886.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9767,4887.5,4887.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9768,4888.0,4887.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9769,4888.5,4888.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9770,4889.0,4888.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9771,4889.5,4889.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9772,4890.0,4889.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9773,4890.5,4890.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9774,4891.0,4890.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9775,4891.5,4891.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9776,4892.0,4891.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9777,4892.5,4892.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9778,4893.0,4892.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9779,4893.5,4893.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9780,4894.0,4893.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9781,4894.5,4894.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9782,4895.0,4894.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9783,4895.5,4895.0,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9784,4896.0,4895.5,0.0,Other
datasets/workout/haoyu0512workout/haoyu0512workout(left)/haoyu0512workout_whole_session_20260512_165722.csv,haoyu0512workout,9785,4896.5,4896.0,0.0,Other
